filename,class,subtype,prompt,Unnamed: 4,Unnamed: 5,SPLIT,file_path
SOB_M_DC-14-5287-400-017,Malignant,Ductal_Carcinoma,Malignant breast cancer of the ductal carcinoma type appears in this microscopic image.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5287-400-017.png
SOB_M_DC-14-5287-400-018,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5287-400-018.png
SOB_M_DC-14-5287-400-019,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5287-400-019.png
SOB_M_DC-14-5287-400-020,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5287-400-020.png
SOB_M_DC-14-5287-400-021,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5287-400-021.png
SOB_M_DC-14-5287-400-022,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5287-400-022.png
SOB_M_DC-14-5287-400-023,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5287-400-023.png
SOB_M_DC-14-5694-400-001,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5694-400-001.png
SOB_M_DC-14-5694-400-002,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5694-400-002.png
SOB_M_DC-14-5694-400-003,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5694-400-003.png
SOB_M_DC-14-5694-400-004,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5694-400-004.png
SOB_M_DC-14-5694-400-005,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5694-400-005.png
SOB_M_DC-14-5694-400-006,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5694-400-006.png
SOB_M_DC-14-5694-400-007,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5694-400-007.png
SOB_M_DC-14-5694-400-008,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5694-400-008.png
SOB_M_DC-14-5694-400-009,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5694-400-009.png
SOB_M_DC-14-5694-400-010,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5694-400-010.png
SOB_M_DC-14-5694-400-011,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5694-400-011.png
SOB_M_DC-14-5694-400-012,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5694-400-012.png
SOB_M_DC-14-5694-400-013,Malignant,Ductal_Carcinoma,A histopathology image showing malignant breast tissue diagnosed as ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5694-400-013.png
SOB_M_DC-14-5694-400-014,Malignant,Ductal_Carcinoma,This image presents malignant ductal carcinoma observed in breast histology.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5694-400-014.png
SOB_M_DC-14-5694-400-015,Malignant,Ductal_Carcinoma,This image presents malignant ductal carcinoma observed in breast histology.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5694-400-015.png
SOB_M_DC-14-5694-400-016,Malignant,Ductal_Carcinoma,This image presents malignant ductal carcinoma observed in breast histology.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5694-400-016.png
SOB_M_DC-14-5694-400-017,Malignant,Ductal_Carcinoma,This image presents malignant ductal carcinoma observed in breast histology.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5694-400-017.png
SOB_M_DC-14-5694-400-018,Malignant,Ductal_Carcinoma,This image presents malignant ductal carcinoma observed in breast histology.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5694-400-018.png
SOB_M_DC-14-5694-400-019,Malignant,Ductal_Carcinoma,This image presents malignant ductal carcinoma observed in breast histology.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5694-400-019.png
SOB_M_DC-14-5694-400-020,Malignant,Ductal_Carcinoma,This image presents malignant ductal carcinoma observed in breast histology.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5694-400-020.png
SOB_M_DC-14-5694-400-021,Malignant,Ductal_Carcinoma,This image presents malignant ductal carcinoma observed in breast histology.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5694-400-021.png
SOB_M_DC-14-5694-400-022,Malignant,Ductal_Carcinoma,This image presents malignant ductal carcinoma observed in breast histology.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5694-400-022.png
SOB_M_DC-14-5694-400-023,Malignant,Ductal_Carcinoma,This image presents malignant ductal carcinoma observed in breast histology.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5694-400-023.png
SOB_M_DC-14-5694-400-024,Malignant,Ductal_Carcinoma,This image presents malignant ductal carcinoma observed in breast histology.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5694-400-024.png
SOB_M_DC-14-5694-400-025,Malignant,Ductal_Carcinoma,This image presents malignant ductal carcinoma observed in breast histology.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5694-400-025.png
SOB_M_DC-14-5694-400-026,Malignant,Ductal_Carcinoma,This image presents malignant ductal carcinoma observed in breast histology.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5694-400-026.png
SOB_M_DC-14-5695-400-001,Malignant,Ductal_Carcinoma,This image presents malignant ductal carcinoma observed in breast histology.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5695-400-001.png
SOB_M_DC-14-5695-400-002,Malignant,Ductal_Carcinoma,The histological slide features a malignant tumor of the ductal carcinoma subtype.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5695-400-002.png
SOB_M_DC-14-5695-400-003,Malignant,Ductal_Carcinoma,The histological slide features a malignant tumor of the ductal carcinoma subtype.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5695-400-003.png
SOB_M_DC-14-5695-400-004,Malignant,Ductal_Carcinoma,The histological slide features a malignant tumor of the ductal carcinoma subtype.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5695-400-004.png
SOB_M_DC-14-5695-400-005,Malignant,Ductal_Carcinoma,The histological slide features a malignant tumor of the ductal carcinoma subtype.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5695-400-005.png
SOB_M_DC-14-5695-400-006,Malignant,Ductal_Carcinoma,The histological slide features a malignant tumor of the ductal carcinoma subtype.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5695-400-006.png
SOB_M_DC-14-5695-400-007,Malignant,Ductal_Carcinoma,The histological slide features a malignant tumor of the ductal carcinoma subtype.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5695-400-007.png
SOB_M_DC-14-5695-400-008,Malignant,Ductal_Carcinoma,The histological slide features a malignant tumor of the ductal carcinoma subtype.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5695-400-008.png
SOB_M_DC-14-5695-400-009,Malignant,Ductal_Carcinoma,The histological slide features a malignant tumor of the ductal carcinoma subtype.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5695-400-009.png
SOB_M_DC-14-5695-400-010,Malignant,Ductal_Carcinoma,The histological slide features a malignant tumor of the ductal carcinoma subtype.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5695-400-010.png
SOB_M_DC-14-5695-400-011,Malignant,Ductal_Carcinoma,The histological slide features a malignant tumor of the ductal carcinoma subtype.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5695-400-011.png
SOB_M_DC-14-5695-400-012,Malignant,Ductal_Carcinoma,The histological slide features a malignant tumor of the ductal carcinoma subtype.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5695-400-012.png
SOB_M_DC-14-5695-400-013,Malignant,Ductal_Carcinoma,The histological slide features a malignant tumor of the ductal carcinoma subtype.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5695-400-013.png
SOB_M_DC-14-5695-400-014,Malignant,Ductal_Carcinoma,The histological slide features a malignant tumor of the ductal carcinoma subtype.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5695-400-014.png
SOB_M_DC-14-5695-400-015,Malignant,Ductal_Carcinoma,The histological slide features a malignant tumor of the ductal carcinoma subtype.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5695-400-015.png
SOB_M_DC-14-5695-400-016,Malignant,Ductal_Carcinoma,The histological slide features a malignant tumor of the ductal carcinoma subtype.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5695-400-016.png
SOB_M_DC-14-5695-400-017,Malignant,Ductal_Carcinoma,A malignant breast tumor identified as ductal carcinoma is captured in this image.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5695-400-017.png
SOB_M_DC-14-5695-400-018,Malignant,Ductal_Carcinoma,A malignant breast tumor identified as ductal carcinoma is captured in this image.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5695-400-018.png
SOB_M_DC-14-5695-400-019,Malignant,Ductal_Carcinoma,A malignant breast tumor identified as ductal carcinoma is captured in this image.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5695-400-019.png
SOB_M_DC-14-5695-400-020,Malignant,Ductal_Carcinoma,A malignant breast tumor identified as ductal carcinoma is captured in this image.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5695-400-020.png
SOB_M_DC-14-5695-400-021,Malignant,Ductal_Carcinoma,A malignant breast tumor identified as ductal carcinoma is captured in this image.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5695-400-021.png
SOB_M_DC-14-5695-400-022,Malignant,Ductal_Carcinoma,A malignant breast tumor identified as ductal carcinoma is captured in this image.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5695-400-022.png
SOB_M_DC-14-5695-400-023,Malignant,Ductal_Carcinoma,A malignant breast tumor identified as ductal carcinoma is captured in this image.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5695-400-023.png
SOB_M_DC-14-5695-400-024,Malignant,Ductal_Carcinoma,A malignant breast tumor identified as ductal carcinoma is captured in this image.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-5695-400-024.png
SOB_M_DC-14-6241-400-002,Malignant,Ductal_Carcinoma,A malignant breast tumor identified as ductal carcinoma is captured in this image.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-6241-400-002.png
SOB_M_DC-14-6241-400-003,Malignant,Ductal_Carcinoma,A malignant breast tumor identified as ductal carcinoma is captured in this image.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-6241-400-003.png
SOB_M_DC-14-6241-400-004,Malignant,Ductal_Carcinoma,A malignant breast tumor identified as ductal carcinoma is captured in this image.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-6241-400-004.png
SOB_M_DC-14-6241-400-005,Malignant,Ductal_Carcinoma,A malignant breast tumor identified as ductal carcinoma is captured in this image.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-6241-400-005.png
SOB_M_DC-14-6241-400-006,Malignant,Ductal_Carcinoma,A malignant breast tumor identified as ductal carcinoma is captured in this image.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-6241-400-006.png
SOB_M_DC-14-6241-400-007,Malignant,Ductal_Carcinoma,A malignant breast tumor identified as ductal carcinoma is captured in this image.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-6241-400-007.png
SOB_M_DC-14-6241-400-008,Malignant,Ductal_Carcinoma,A malignant breast tumor identified as ductal carcinoma is captured in this image.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-6241-400-008.png
SOB_M_DC-14-6241-400-009,Malignant,Ductal_Carcinoma,The tissue in this histopathology image displays features of malignant ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-6241-400-009.png
SOB_M_DC-14-6241-400-010,Malignant,Ductal_Carcinoma,The tissue in this histopathology image displays features of malignant ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-6241-400-010.png
SOB_M_DC-14-6241-400-012,Malignant,Ductal_Carcinoma,The tissue in this histopathology image displays features of malignant ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-6241-400-012.png
SOB_M_DC-14-6241-400-013,Malignant,Ductal_Carcinoma,The tissue in this histopathology image displays features of malignant ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-6241-400-013.png
SOB_M_DC-14-6241-400-015,Malignant,Ductal_Carcinoma,The tissue in this histopathology image displays features of malignant ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-6241-400-015.png
SOB_M_DC-14-6241-400-016,Malignant,Ductal_Carcinoma,The tissue in this histopathology image displays features of malignant ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-6241-400-016.png
SOB_M_DC-14-8168-400-001,Malignant,Ductal_Carcinoma,The tissue in this histopathology image displays features of malignant ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-8168-400-001.png
SOB_M_DC-14-8168-400-002,Malignant,Ductal_Carcinoma,The tissue in this histopathology image displays features of malignant ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-8168-400-002.png
SOB_M_DC-14-8168-400-003,Malignant,Ductal_Carcinoma,The tissue in this histopathology image displays features of malignant ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-8168-400-003.png
SOB_M_DC-14-8168-400-004,Malignant,Ductal_Carcinoma,The tissue in this histopathology image displays features of malignant ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-8168-400-004.png
SOB_M_DC-14-8168-400-005,Malignant,Ductal_Carcinoma,The tissue in this histopathology image displays features of malignant ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-8168-400-005.png
SOB_M_DC-14-8168-400-006,Malignant,Ductal_Carcinoma,The tissue in this histopathology image displays features of malignant ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-8168-400-006.png
SOB_M_DC-14-8168-400-007,Malignant,Ductal_Carcinoma,The tissue in this histopathology image displays features of malignant ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-8168-400-007.png
SOB_M_DC-14-8168-400-008,Malignant,Ductal_Carcinoma,The tissue in this histopathology image displays features of malignant ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-8168-400-008.png
SOB_M_DC-14-8168-400-009,Malignant,Ductal_Carcinoma,The tissue in this histopathology image displays features of malignant ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-8168-400-009.png
SOB_M_DC-14-9461-400-001,Malignant,Ductal_Carcinoma,The tissue in this histopathology image displays features of malignant ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-9461-400-001.png
SOB_M_DC-14-9461-400-002,Malignant,Ductal_Carcinoma,The tissue in this histopathology image displays features of malignant ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-9461-400-002.png
SOB_M_DC-14-9461-400-004,Malignant,Ductal_Carcinoma,The tissue in this histopathology image displays features of malignant ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-9461-400-004.png
SOB_M_DC-14-9461-400-005,Malignant,Ductal_Carcinoma,The tissue in this histopathology image displays features of malignant ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-9461-400-005.png
SOB_M_DC-14-9461-400-006,Malignant,Ductal_Carcinoma,The tissue in this histopathology image displays features of malignant ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-9461-400-006.png
SOB_M_DC-14-9461-400-007,Malignant,Ductal_Carcinoma,The tissue in this histopathology image displays features of malignant ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-9461-400-007.png
SOB_M_DC-14-9461-400-008,Malignant,Ductal_Carcinoma,The tissue in this histopathology image displays features of malignant ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-9461-400-008.png
SOB_M_DC-14-9461-400-009,Malignant,Ductal_Carcinoma,The tissue in this histopathology image displays features of malignant ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-9461-400-009.png
SOB_M_DC-14-9461-400-010,Malignant,Ductal_Carcinoma,The tissue in this histopathology image displays features of malignant ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-9461-400-010.png
SOB_M_DC-14-9461-400-012,Malignant,Ductal_Carcinoma,The tissue in this histopathology image displays features of malignant ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-9461-400-012.png
SOB_M_DC-14-9461-400-013,Malignant,Ductal_Carcinoma,The tissue in this histopathology image displays features of malignant ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-9461-400-013.png
SOB_M_DC-14-9461-400-014,Malignant,Ductal_Carcinoma,The tissue in this histopathology image displays features of malignant ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-9461-400-014.png
SOB_M_DC-14-9461-400-015,Malignant,Ductal_Carcinoma,The tissue in this histopathology image displays features of malignant ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-9461-400-015.png
SOB_M_DC-14-9461-400-016,Malignant,Ductal_Carcinoma,The tissue in this histopathology image displays features of malignant ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-9461-400-016.png
SOB_M_DC-14-9461-400-017,Malignant,Ductal_Carcinoma,The tissue in this histopathology image displays features of malignant ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-9461-400-017.png
SOB_M_DC-14-9461-400-018,Malignant,Ductal_Carcinoma,The tissue in this histopathology image displays features of malignant ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-9461-400-018.png
SOB_M_DC-14-9461-400-019,Malignant,Ductal_Carcinoma,The tissue in this histopathology image displays features of malignant ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-9461-400-019.png
SOB_M_DC-14-9461-400-021,Malignant,Ductal_Carcinoma,The tissue in this histopathology image displays features of malignant ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-9461-400-021.png
SOB_M_DC-14-9461-400-022,Malignant,Ductal_Carcinoma,The tissue in this histopathology image displays features of malignant ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-9461-400-022.png
SOB_M_DC-14-9461-400-023,Malignant,Ductal_Carcinoma,The tissue in this histopathology image displays features of malignant ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-9461-400-023.png
SOB_M_DC-14-9461-400-024,Malignant,Ductal_Carcinoma,The tissue in this histopathology image displays features of malignant ductal carcinoma.,,,TRAIN,C:/Users/nevil/Desktop/BRAK/BRAK/TRAIN/malignant/Ductal_Carcinoma/SOB_M_DC-14-9461-400-024.png
